대구광역시,달성군,금계초등학교운동장,9680,128.44362596072483,35.78870272768162,
울산광역시,울주군,삼정초등학교 운동장,3267,129.23328280449175,35.490743230659064,
울산광역시,울주군,청량초등학교 운동장,4840,129.29744660854655,35.486362248768344,
전라남도,담양군,남면초등학교 운동장,7504,127.02671456952291,35.17804619994087,
경상북도,청송군,청송중학교부동분교 운동장,10186,129.15716182900732,36.35815673333921,
울산광역시,울주군,방기초등학교 운동장,3920,129.093,35.5067,
울산광역시,울주군,중남초등학교 운동장,4235,129.1084,35.5362,
울산광역시,울주군,울산산업고등학교 운동장,5215,129.1161,35.553,
울산광역시,울주군,삼남중학교 운동장,3402,129.0969,35.5238,
경기도,남양주시,도제원초등학교 운동장,9922,127.14579418860036,37.6457189336153,
경기도,남양주시,퇴계원고등학교 운동장,4440,127.14530334467476,37.66012267285418,
경기도,광주시,신현초등학교,2479,127.1473,37.3568,
경기도,남양주시,퇴계원초등학교 운동장,5809,127.1415035047325,37.6536310157054,
부산광역시,기장군,일광중학교 운동장,3945,129.2205,35.2650,
경기도,남양주시,퇴계원중학교 운동장,6673,127.14162460382857,37.65225854053803,
충청북도,진천군,덕산근린공원(1호),8597,127.50946107437963,36.91532333321853,
부산광역시,기장군,해빛초등학교운동장,4152,129.2214,35.2645,
충청북도,진천군,혜윰공원,895,127.53085887421997,36.909238355353,
충청북도,진천군,신척산단 어린이공원,947,127.49219667902061,36.91737928400712,
충청북도,진천군,강당말공원,13201,127.54042824778881,36.90132538929949,
충청북도,진천군,한울공원,1626,127.52897592260288,36.90848717453869,
충청북도,진천군,소담공원,3467,127.53377671647429,36.89688067000834,
충청북도,진천군,두레봉공원,95456,127.53653607975147,36.9065478644775,
경상남도,창원시 의창구,대원초등학교운동장,6985,128.65105686214136,35.23362014008599,
충청북도,진천군,옥동공원,28144,127.53338936157833,36.90919336453539,
경상남도,창원시,대원레포츠 공원,74360,128.648311,35.231563,
경상남도,창원시,용지공원,73536,128.687039,35.230168,
경상남도,창원시 의창구,신월운동장,17702,128.69220276437835,35.23007352365831,
경기도,용인시,무지개어린이공원,5559,127.1726,37.1572,
경상남도,창원시 의창구,용호운동장,15051,128.6807025436457,35.23596064420741,
경기도,용인시,한숲하늘근린공원,24970,127.1676,37.1554,
경기도,용인시,꽃내음어린이공원,3721,127.1754,37.1601,
세종특별자치시,세종시,6-4생활권 체육공원,12100,127.269415,36.52655,
세종특별자치시,세종시,집현초등학교 운동장,2601,127.320695,36.489151,
세종특별자치시,세종시,집현중학교 운동장,3404,127.322442,36.490634,
인천광역시,미추홀구,관교중학교 운동장,3787,126.69170432901441,37.44421761951954,
인천광역시,미추홀구,관교여자중학교 운동장,3920,126.68889588342851,37.445028154046206,
세종특별자치시,세종시,해밀초등학교 운동장,4307,127.268149,36.525494,
인천광역시,미추홀구,남인천여자중학교 운동장,14332,126.69391068194759,37.445434085766145,
인천광역시,미추홀구,관교초등학교운동장,9813,126.69298785489448,37.44602115238427,
인천광역시,미추홀구,승학초등학교 운동장,6481,126.69608302775929,37.440328930970004,
전라북도,전주시,한국농수산대학교,10962,127.06334527139649,35.82565393801173,
대구광역시,달성군,현풍테니스장,5408,128.43542943594622,35.69669621844137,
전라북도,전주시,전주만성초등학교(운동장),2093,127.065547229185,35.83663568233143,
울산광역시,울주군,청량중학교 운동장,6050,129.30456519127213,35.48786045788258,
울산광역시,울주군,청량운동장,7260,129.2989218235047,35.481544203315714,
경기도,남양주시,도농고등학교 운동장,7077,127.151,37.6113,
울산광역시,울주군,문수초등학교 운동장,3630,129.24058377743032,35.51900639524289,
경기도,남양주시,가운중학교 운동장,3630,127.15669476629617,37.59927104707305,
경기도,남양주시,다산고등학교 운동장,7407,127.1582,37.6254,
경기도,남양주시,가운고등학교 운동장,3894,127.1609,37.5991,
경기도,남양주시,다산중학교 운동장,4441,127.1583,37.6276,
경기도,남양주시,다산한강중학교 운동장,5017,127.1753954946005,37.59921405660045,
경기도,남양주시,도농중학교 운동장,5556,127.16370033782432,37.610607767881206,
경기도,남양주시,다산새봄초등학교 운동장,4129,127.1588025236158,37.619734810775945,
경기도,남양주시,남양주 양정초등학교 운동장,5445,127.16608462207915,37.60874588480501,
경기도,남양주시,다산초등학교 운동장,3872,127.15840943468982,37.62662764689423,
경기도,남양주시,동화고등학교 운동장,7301,127.16276837189059,37.60702622279792,
경기도,남양주시,미금중학교 운동장,3185,127.1589,37.6151,
경기도,남양주시,미금초등학교 운동장,3625,127.15442441527993,37.608903305509735,
경기도,화성시,4호 어린이공원,4630,126.821252,37.285240,
경기도,화성시,2호 근린공원,33030,126.817067,37.282771,
경기도,화성시,2호 근린공원-2,37494,126.817531,37.281031,
경기도,화성시,송린초등학교 운동장,41309,126.82851,37.27463,
경기도,화성시,동탄호수공원,46116,127.103867,37.165693,
경기도,화성시,방교초등학교 운동장,3225,127.0978702,37.17398922,
경기도,화성시,수질복원센터 야외체육시설,43031,127.086340,37.174277,
경기도,화성시,서연초등학교 운동장,3799,127.11365,37.16055,
경기도,화성시,호연초등학교 운동장,2780,127.10463,37.16370,
경기도,화성시,서연고등학교 운동장,3506,127.11206758507481,37.16076628687978,
경기도,화성시,동탄목동중학교 운동장,4757,127.12636439388952,37.18826641286204,
경기도,화성시,세정초등학교 운동장,3547,127.126531552101179242146,37.16642539242146,
경기도,화성시,정현초등학교 운동장,3965,127.11333203192069,37.171229826904174,
경기도,용인시,모현초등학교 운동장,5043,127.2286654548615,37.34338809104664,
경기도,용인시,왕산초등학교 운동장,4458,127.25053627985271,37.33521696950802,
경기도,화성시,왕배초등학교 운동장,3673,127.11373763381471,37.17989599047307,
경기도,용인시,송전초등학교 운동장,12234,127.19845211176035,37.14066260473332,
경기도,용인시,송전어린이공원,6301,127.20028945432767,37.1387017131917,
경기도,용인시,능원초등학교 운동장,19629,127.17384873219501,37.3434316832072,
대구광역시,달성군,유가초등학교운동장,2795,128.46609007769723,35.69200909007071,
경기도,용인시,국은소공원,9698,127.2107,37.1686,
경기도,용인시,용천초등학교 운동장,11931,127.20797550960965,37.191709459449896,
인천광역시,부평구,산곡여자중학교 운동장,5408,126.7053,37.497,
인천광역시,부평구,인천산곡고등학교 운동장,4388,126.7131,37.5027,
대구광역시,달성군,비슬초등학교운동장,3571,128.45734247420006,35.69606487284153,
인천광역시,부평구,산곡중학교 운동장,4138,126.698803,37.503734,
인천광역시,부평구,뫼골문화공원,5203,126.70099140737565,37.51387729439742,
인천광역시,부평구,부광고등학교 운동장,4537,126.7034,37.488,
인천광역시,미추홀구,인천대제물포캠퍼스대운동장,30724,126.6537231412328,37.47492872287516,
인천광역시,미추홀구,선인고등학교운동장,8369,126.6537231412328,37.47492872287516,
인천광역시,미추홀구,인화여자중학교운동장,12677,126.6537231412328,37.47492872287516,
인천광역시,미추홀구,쑥골어린이공원,2013,126.6696188224572,37.471268338747315,
인천광역시,미추홀구,서화초등학교운동장,8494,126.66106574757096,37.474088425468075,
인천광역시,미추홀구,비즈니스고등학교운동장,3752,126.66652737179409,37.47189214987074,
인천광역시,미추홀구,도화초등학교운동장,5019,126.66832781154426,37.46341170223252,
인천광역시,미추홀구,대화초등학교운동장,9948,126.6685040173884,37.468674257607184,
인천광역시,미추홀구,제물포여자중학교 운동장,8349,126.68820111399138,37.44922257507714,
인천광역시,미추홀구,경원초등학교 운동장,2384,126.69558240427651,37.46126708605888,
인천광역시,미추홀구,다솔어린이공원,2007,126.69499254660751,37.46083481792662,
인천광역시,미추홀구,석암초등학교운동장,10937,126.68675731151926,37.461837570713435,
인천광역시,미추홀구,주안초등학교운동장,2752,126.6733030122394,37.45479861160219,
인천광역시,미추홀구,인천고등학교운동장,22219,126.69071249099107,37.45347591082494,
인천광역시,미추홀구,석바위근린공원,39811,126.69394328045162,37.454022810497456,
인천광역시,미추홀구,인천기계공업고등학교운동장,7814,126.66863441092194,37.45567630838128,
인천광역시,미추홀구,주안북초등학교운동장,1346,126.67814344403988,37.46796839314852,
인천광역시,미추홀구,인천남부초등학교운동장,5002,126.67637861522864,37.45044365456351,
인천광역시,미추홀구,주안남초등학교운동장,8140,126.68541518889538,37.450075921946876,
인천광역시,미추홀구,주안체육공원,6753,126.67645528352463,37.46315539586242,
인천광역시,서구,연일공원,36967,126.65571749210353,37.540740712227404,
인천광역시,서구,갯들공원,12387,126.66188120841976,37.527630100764654,
인천광역시,서구,인천경연초중학교 운동장,5474,126.62540180051849,37.538346643753584,
인천광역시,서구,청람초등학교 운동장,2303,126.64494827523636,37.538233064926885,
인천광역시,서구,초은초등학교 운동장,2405,126.65587800442844,37.527744414019296,
인천광역시,서구,청일초등학교 운동장,1910,126.63706703104991,37.52880524399607,
인천광역시,서구,해원초등학교 운동장,2116,126.62572975699636,37.52731536388553,
인천광역시,서구,경명초등학교 운동장,2317,126.63699235613231,37.53640794124221,
인천광역시,서구,해원중학교 운동장,2474,126.62779959503403,37.52669367928871,
인천광역시,서구,도담초등학교 운동장,2094,126.64359553787982,37.52746232117328,
전라북도,군산시,나운배수펌프장,726,126.70293735307179,35.9617357368653,
전라북도,군산시,나운 우수저류조,847,126.69911753190273,35.962533833220945,
전라북도,군산시,어린이 20공원,1902,126.70198103938846,35.9691015678583,
전라북도,군산시,어린이 19공원,1902,126.69672487104411,35.97131444333537,
전라북도,군산시,군산명화학교,2974,126.69009674483833,35.96603525953426,
전라북도,군산시,어린이 30공원,1900,126.68796535606363,35.957167929078324,
부산광역시,북구,만덕초등학교운동장,4477,129.02956832970256,35.21469806315921,
전라북도,군산시,군산서해초등학교 운동장,3499,126.69946884637281,35.95952077151547,
전라북도,군산시,군산동원중학교 운동장,1510,126.70049844510274,35.95908357495062,
전라북도,군산시,어린이 17공원,1902,126.69622942264934,35.97396285242903,
부산광역시,북구,덕양초등학교운동장,3886,129.02289634339306,35.209462810369004,
부산광역시,북구,만덕중학교운동장,4181,129.03144340282634,35.21479565375677,
부산광역시,북구,백양중학교운동장,6869,129.0412243691012,35.20758868986914,
부산광역시,북구,상학초등학교운동장,3063,129.03979331850437,35.21890746976442,
부산광역시,북구,만덕고등학교운동장,4815,129.0340483895918,35.20183585882727,
부산광역시,북구,백양초등학교운동장,9740,129.0349796925755,35.20715480161832,
부산광역시,북구,수정공원,12119,129.00630034976447,35.2227925430429,
부산광역시,북구,그린달님공원,3085,129.0238530846302,35.245136537141434,
부산광역시,북구,화명중학교운동장,5384,129.01118944172322,35.22592670804365,
부산광역시,북구,화명초등학교운동장,4634,129.0175411395911,35.24239326541187,
부산광역시,북구,화신중학교운동장,6655,129.0148204743704,35.238425209569456,
부산광역시,북구,대천리초등학교운동장,5445,129.02299467268375,35.24218892847925,
부산광역시,북구,화정초등학교운동장,2888,129.0098881243104,35.21813097864447,
부산광역시,북구,명진중학교운동장,5411,129.00970057478958,35.23958641585096,
부산광역시,북구,용수초등학교운동장,3714,129.00899275287168,35.22881736989943,
부산광역시,북구,명덕초등학교운동장,4843,129.01236734137456,35.22550035453484,
부산광역시,북구,와석초등학교운동장,4237,129.01761125194176,35.23133244500976,
부산광역시,북구,화잠초등학교운동장,4077,129.0173620868983,35.23587417883106,
부산광역시,북구,명진공원,12101,129.00953626846993,35.23863739117632,
전라북도,군산시,군산신흥초등학교 운동장,3404,126.70638260380439,35.96770650006205,
전라북도,군산시,군산나운초등학교 운동장,3758,126.69295893643339,35.97228193748814,
전라북도,군산시,군산진포초등학교 운동장,3993,126.70494236469689,35.965495890226016,
전라북도,군산시,어린이 9공원,2812,126.68355309556726,35.96948999493106,
전라북도,군산시,소룡시민체육공원,6050,126.67609366700889,35.98297144846191,
전라북도,군산시,군산신풍초등학교 운동장,4362,126.69560863052817,35.96461748949767,
전라북도,군산시,소룡초등학교 운동장,4075,126.68305686191121,35.97437248044053,
전라북도,군산시,군산월명중학교 운동장,6314,126.67980345394616,35.974622078366366,
전라북도,군산시,전북외국어고등학교,3960,126.6847086834515,35.98189358485139,
부산광역시,북구,금명여자고등학교운동장,3291,129.02441949297628,35.244589097407875,
전라북도,군산시,군산대학교 종합운동장,10477,126.68155655509929,35.94694166779479,
전라북도,군산시,은파호수공원 인라인스케이트장,7449,126.69314147211863,35.94596025932988,
전라북도,군산시,어린이 16공원,3388,126.67720412902696,35.95669082579494,
부산광역시,해운대구,신재초등학교운동장,2551,129.12277050721474,35.191395630858516,
부산광역시,북구,화명고등학교운동장,4174,129.01080344126066,35.23941464457137,
부산광역시,해운대구,반여중학교운동장,3611,129.13541436195567,35.20021001703375,
부산광역시,해운대구,센텀고등학교운동장,4150,129.12755613713438,35.17667586735937,
부산광역시,해운대구,인지초등학교운동장,4101,129.12495709449033,35.20264915358925,
부산광역시,해운대구,장산중학교운동장,3787,129.11684274673644,35.19897386189865,
부산광역시,해운대구,인지중학교운동장,5221,129.1253185272235,35.20342743899492,
전라북도,군산시,군산용문초등학교 운동장,2991,126.6886927656531,35.941942009876705,
전라북도,군산시,미룡초등학교 운동장,5111,126.68487528417637,35.950653991983124,
전라북도,군산시,군산금강중학교 운동장,3078,126.6887780687116,35.94095497068776,
부산광역시,해운대구,반여초등학교운동장,9377,129.12854254245946,35.20272610447214,
부산광역시,해운대구,삼어초등학교운동장,2359,129.1162633895892,35.208213885382136,
전라북도,군산시,어린이 11공원,3388,126.68191233984182,35.96707568769227,
전라북도,군산시,어린이 10공원,3388,126.67752275200138,35.969043243985546,
전라북도,군산시,어린이 24공원,3630,126.69400485793194,35.96624908155881,
부산광역시,해운대구,반안초등학교운동장,2164,129.1136401891726,35.202660354050145,
부산광역시,해운대구,반석초등학교운동장,2976,129.12501389216388,35.21125133647658,
전라북도,군산시,군산산북중학교 운동장,4561,126.68260918128105,35.96440259768209,
전라북도,군산시,군산산북초등학교 운동장,4669,126.68095816351209,35.96418342849903,
전라북도,군산시,어린이 14공원,3388,126.6760897745896,35.95985505856589,
전라북도,군산시,어린이 13공원,3388,126.6769716781215,35.96310719354478,
경상북도,안동시,옥동9공원,2543,128.69485053467562,36.561833827511215,
경상북도,안동시,옥동1공원,753,128.704661519763,36.56179216806361,
전라북도,군산시,군산미성초등학교 운동장,3087,126.67417681115656,35.95761402467359,
전라북도,군산시,해성초등학교 운동장,3765,126.63029127952207,35.95844539232737,
전라북도,군산시,문창초등학교 운동장,5557,126.65583029530383,35.9562355604755,
경상북도,안동시,임동초등학교 운동장,6970,128.92079856598446,36.56966867270322,
경상북도,구미시,경북외국어고등학교 운동장,7587,128.3212511215931,36.12392360181014,
경상북도,구미시,원남초등학교 운동장,6655,128.32142414536173,36.12911737133019,
경상북도,구미시,봉곡중학교 운동장,13971,128.30465983398437,36.158705177561565,
전라북도,군산시,요죽공원,3630,126.56994453220904,35.96504810987504,
전라북도,군산시,어린이 49공원,2420,126.56468525066029,35.96694103555075,
전라북도,군산시,어린이 51공원,1960,126.56402374985825,35.962605564724434,
전라북도,군산시,어린이 52공원,2233,126.57093527272833,35.96301535837309,
경상북도,구미시,싸리골공원,1815,128.31569376085676,36.15329405644857,
경상북도,구미시,봉곡초등학교 운동장,4053,128.30394567162583,36.15342521261105,
경상북도,구미시,경구공원,1940,128.309160095505,36.14803968946731,
전라북도,군산시,회현중학교 운동장,1053,126.75434792977659,35.91353370241432,
전라북도,군산시,회현문화마을,741,126.77708510164013,35.93628477803562,
전라북도,군산시,새만금초등학교 운동장,2937,126.56177126805527,35.96717712902942,
전라북도,군산시,옥산 외류마을,3078,126.73290404795563,35.92711016757437,
전라북도,군산시,오봉초등학교 운동장,3984,126.72595468214584,35.8887307716087,
전라북도,군산시,회현초등학교 운동장,6512,126.75222999554276,35.915394849384086,
경상북도,구미시,갓골공원,2562,128.31089309480217,36.143422590118256,
경상북도,구미시,동살공원,1819,128.30524919773893,36.15189944787327,
경상북도,구미시,두리공원,1961,128.30927180397356,36.144770866476094,
전라북도,군산시,옥산오토캠핑장,6655,126.7551869667214,35.93825300199023,
전라북도,군산시,옥산전원마을,801,126.76805929995793,35.934761515476154,
